#name (cmd = mergePeaks -d given S5P-1-peaks.txt S5P-2-peaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	S5P-1-peaks.txt	S5P-2-peaks.txt
Merged-chr16-23127820-2	chr16	23127651	23127995	+	94.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-72	chr16-72
Merged-chr16-45742858-2	chr16	45742685	45743029	+	90.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-73	chr16-80
Merged-chr2-164769975-2	chr2	164769798	164770142	+	63.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-259	chr2-387
Merged-chr16-57121798-2	chr16	57121607	57121974	+	91.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-74	chr16-79
Merged-chr16-20672844-2	chr16	20672671	20673033	+	91.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-75	chr16-76
Merged-chr16-90284373-2	chr16	90284194	90284538	+	89.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-76	chr16-88
Merged-chr16-18089129-2	chr16	18088954	18089298	+	88.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-77	chr16-89
Merged-chr16-70314238-2	chr16	70314053	70314440	+	88.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-78	chr16-90
Merged-chr16-93832326-2	chr16	93832135	93832502	+	94.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-79	chr16-65
Merged-chr15-81664020-2	chr15	81663839	81664185	+	36.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-361	chr15-404
Merged-chr15-76368956-2	chr15	76368785	76369144	+	35.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-362	chr15-423
Merged-chr15-98831650-2	chr15	98831484	98831828	+	34.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-363	chr15-477
Merged-chr15-80115562-2	chr15	80115309	80115799	+	32.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-366	chr15-517
Merged-chr15-80977876-2	chr15	80977703	80978065	+	33.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-367	chr15-469
Merged-chr15-86221965-2	chr15	86221760	86222187	+	35.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-368	chr15-418
Merged-chr15-89211517-2	chr15	89211199	89211819	+	34.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-369	chr15-424
Merged-chr2-31572373-2	chr2	31572133	31572597	+	78.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-260	chr2-173
Merged-chr2-71055854-2	chr2	71055686	71056038	+	65.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-261	chr2-308
Merged-chr2-90917823-2	chr2	90917562	90918100	+	66.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-262	chr2-310
Merged-chr16-14159714-2	chr16	14159538	14159882	+	90.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-80	chr16-81
Merged-chr16-18289143-2	chr16	18288973	18289317	+	93.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-81	chr16-69
Merged-chr2-166194324-2	chr2	166194153	166194497	+	66.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-267	chr2-306
Merged-chr16-46497446-2	chr16	46497267	46497611	+	94.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-82	chr16-66
Merged-chr16-55822113-2	chr16	55821940	55822284	+	88.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-83	chr16-82
Merged-chr2-121956110-2	chr2	121955909	121956296	+	68.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-269	chr2-257
Merged-chr16-56029632-2	chr16	56029466	56029810	+	85.350006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-84	chr16-87
Merged-chr16-32003353-2	chr16	32003182	32003526	+	69.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-85	chr16-196
Merged-chr16-18876854-2	chr16	18876620	18877104	+	93.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-86	chr16-63
Merged-chr16-17201411-2	chr16	17201240	17201584	+	84.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-87	chr16-98
Merged-chr16-5233666-2	chr16	5233489	5233833	+	94.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-88	chr16-59
Merged-chr16-9084150-2	chr16	9083972	9084345	+	81.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-89	chr16-99
Merged-chr15-97332516-2	chr15	97332313	97332735	+	39.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-370	chr15-327
Merged-chr15-9354044-2	chr15	9353770	9354335	+	34.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-371	chr15-436
Merged-chr15-39618235-2	chr15	39618059	39618403	+	37.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-372	chr15-333
Merged-chr15-96460790-2	chr15	96460616	96460960	+	35.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-373	chr15-401
Merged-chr15-102981983-2	chr15	102981736	102982246	+	45.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-374	chr15-208
Merged-chr15-27630783-2	chr15	27630491	27631091	+	34.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-376	chr15-447
Merged-chr2-180042353-2	chr2	180042185	180042538	+	68.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-270	chr2-254
Merged-chr2-75768297-2	chr2	75768112	75768498	+	71.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-271	chr2-250
Merged-chr2-114179177-2	chr2	114178980	114179359	+	67.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-272	chr2-281
Merged-chr2-156312456-2	chr2	156312267	156312662	+	65.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-273	chr2-344
Merged-chr2-163017536-2	chr2	163017367	163017711	+	57.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-274	chr2-530
Merged-chr2-130697432-2	chr2	130697262	130697606	+	70.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-275	chr2-273
Merged-chr16-15594447-2	chr16	15594273	15594637	+	83.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-90	chr16-94
Merged-chr2-27475571-2	chr2	27475400	27475744	+	69.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-276	chr2-249
Merged-chr16-17891591-2	chr16	17891397	17891769	+	75.149994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-91	chr16-124
Merged-chr2-148677958-2	chr2	148677785	148678148	+	66.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-277	chr2-286
Merged-chr16-17530861-2	chr16	17530639	17531067	+	88.149994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-92	chr16-74
Merged-chr2-5012641-2	chr2	5012471	5012828	+	70.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-278	chr2-255
Merged-chr16-23988573-2	chr16	23988403	23988747	+	85.149994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-93	chr16-78
Merged-chr2-165034756-2	chr2	165034586	165034942	+	79.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-279	chr2-188
Merged-chr16-78376270-2	chr16	78376101	78376445	+	79.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-94	chr16-105
Merged-chr16-37868497-2	chr16	37868322	37868688	+	86.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-95	chr16-75
Merged-chr16-17508815-2	chr16	17508630	17508985	+	69.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-96	chr16-170
Merged-chr16-21983280-2	chr16	21983038	21983538	+	83.850006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-97	chr16-85
Merged-chr16-4558754-2	chr16	4558586	4558930	+	85.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-98	chr16-83
Merged-chr16-37539669-2	chr16	37539490	37539865	+	76.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-99	chr16-102
Merged-chr15-98872315-2	chr15	98872130	98872484	+	40.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-381	chr15-263
Merged-chr15-76723740-2	chr15	76723560	76723905	+	33.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-383	chr15-433
Merged-chr15-27884978-2	chr15	27884797	27885175	+	33.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-386	chr15-451
Merged-chr15-98093466-2	chr15	98093283	98093634	+	34.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-388	chr15-412
Merged-chr15-101246619-2	chr15	101246440	101246784	+	32.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-389	chr15-498
Merged-chr2-30808043-2	chr2	30807872	30808216	+	66.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-281	chr2-266
Merged-chr2-34826226-2	chr2	34825981	34826488	+	72.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-282	chr2-203
Merged-chr2-71453371-2	chr2	71453187	71453539	+	68.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-283	chr2-261
Merged-chr2-181287561-2	chr2	181287392	181287736	+	74.149994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-284	chr2-212
Merged-chr2-26604180-2	chr2	26604010	26604366	+	68.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-285	chr2-260
Merged-chr2-160367016-2	chr2	160366847	160367201	+	82.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-286	chr2-151
Merged-chr2-92433967-2	chr2	92433782	92434137	+	66.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-287	chr2-304
Merged-chr2-129129508-2	chr2	129129325	129129676	+	71.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-288	chr2-218
Merged-chr15-37135761-2	chr15	37135579	37135928	+	32.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-390	chr15-478
Merged-chr15-82212297-2	chr15	82212119	82212491	+	38.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-391	chr15-302
Merged-chr15-12824520-2	chr15	12824332	12824692	+	35.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-394	chr15-381
Merged-chr15-62039315-2	chr15	62039106	62039541	+	32.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-396	chr15-501
Merged-chr15-76607521-2	chr15	76607349	76607693	+	32.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-397	chr15-475
Merged-chr15-89406700-2	chr15	89406535	89406879	+	34.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr15-398	chr15-425
Merged-chr2-152343947-2	chr2	152343764	152344114	+	65.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-290	chr2-298
Merged-chr2-85037133-2	chr2	85036908	85037343	+	67.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-291	chr2-280
Merged-chr2-120731466-2	chr2	120731294	120731638	+	60.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-292	chr2-418
Merged-chr2-10048534-2	chr2	10048358	10048702	+	65.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-293	chr2-284
Merged-chr2-166996201-2	chr2	166996021	166996366	+	61.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-294	chr2-397
Merged-chr2-128265843-2	chr2	128265675	128266019	+	58.549999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-295	chr2-498
Merged-chr2-130423922-2	chr2	130423754	130424098	+	64.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-296	chr2-334
Merged-chr2-30416108-2	chr2	30415938	30416282	+	64.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-298	chr2-290
Merged-chr2-148875397-2	chr2	148875215	148875563	+	68.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr2-299	chr2-258
Merged-chr9-116319300-2	chr9	116319066	116319519	+	13.400000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr9-1723	chr9-1388
Merged-chr9-88327667-2	chr9	88327500	88327844	+	14.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr9-1766	chr9-1245
Merged-chr17-12960647-2	chr17	12960476	12960835	+	52.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-300	chr17-240
Merged-chr17-32830166-2	chr17	32830001	32830345	+	47.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-301	chr17-310
Merged-chr17-74717849-2	chr17	74717675	74718040	+	46.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-303	chr17-322
Merged-chr17-28801549-2	chr17	28801371	28801715	+	50.549999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-305	chr17-239
Merged-chr17-34931421-2	chr17	34931256	34931603	+	43.799999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-306	chr17-364
Merged-chr17-35121613-2	chr17	35121431	35121812	+	41.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-307	chr17-432
Merged-chr17-35935843-2	chr17	35935660	35936043	+	47.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-308	chr17-301
Merged-chr17-55892134-2	chr17	55891957	55892301	+	46.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-309	chr17-317
Merged-chr4-152325929-2	chr4	152325761	152326114	+	68.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-200	chr4-238
Merged-chr4-21727814-2	chr4	21727643	21727987	+	70.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-201	chr4-217
Merged-chr4-15265839-2	chr4	15265633	15266029	+	75.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-204	chr4-181
Merged-chr4-33924673-2	chr4	33924489	33924842	+	78.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-205	chr4-154
Merged-chr4-48540189-2	chr4	48540020	48540375	+	69.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-206	chr4-234
Merged-chr17-34959206-2	chr17	34959033	34959377	+	47.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-311	chr17-326
Merged-chr17-32113492-2	chr17	32113325	32113676	+	39.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-312	chr17-463
Merged-chr17-30004578-2	chr17	30004408	30004765	+	44.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-313	chr17-316
Merged-chr17-56036508-2	chr17	56036342	56036686	+	48.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-315	chr17-296
Merged-chr17-36837244-2	chr17	36837073	36837431	+	44.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-316	chr17-367
Merged-chr17-82437230-2	chr17	82437018	82437459	+	44.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-318	chr17-348
Merged-chr4-126429728-2	chr4	126429563	126429907	+	58.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-210	chr4-393
Merged-chr4-119539599-2	chr4	119539280	119539902	+	69.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-213	chr4-213
Merged-chr4-91371982-2	chr4	91371815	91372166	+	65.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-215	chr4-261
Merged-chr4-152762886-2	chr4	152762708	152763052	+	65.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-217	chr4-239
Merged-chr4-154655572-2	chr4	154655399	154655743	+	63.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-218	chr4-296
Merged-chr4-56802212-2	chr4	56802030	56802378	+	64.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-219	chr4-292
Merged-chr5-107288864-2	chr5	107288669	107289044	+	20.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-1600	chr5-841
Merged-chr17-47368931-2	chr17	47368766	47369112	+	42.450001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-320	chr17-381
Merged-chr17-56876896-2	chr17	56876657	56877120	+	49.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-321	chr17-244
Merged-chr17-68004011-2	chr17	68003842	68004186	+	45.799999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-322	chr17-312
Merged-chr17-32506150-2	chr17	32505974	32506343	+	47.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-323	chr17-281
Merged-chr17-35910007-2	chr17	35909841	35910185	+	39.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-325	chr17-433
Merged-chr17-45506933-2	chr17	45506762	45507120	+	38.799999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-326	chr17-493
Merged-chr17-71598674-2	chr17	71598485	71598880	+	46.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-327	chr17-291
Merged-chr17-24669497-2	chr17	24669325	24669669	+	45.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-328	chr17-324
Merged-chr17-26939399-2	chr17	26939233	26939582	+	45.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-329	chr17-315
Merged-chr4-116075475-2	chr4	116075304	116075648	+	66.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-221	chr4-268
Merged-chr4-133545922-2	chr4	133545753	133546108	+	67.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-222	chr4-246
Merged-chr4-148558546-2	chr4	148558363	148558713	+	67.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-224	chr4-229
Merged-chr4-4793269-2	chr4	4793103	4793447	+	78.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-225	chr4-150
Merged-chr4-94603043-2	chr4	94602869	94603233	+	62.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-226	chr4-277
Merged-chr4-155705214-2	chr4	155705042	155705386	+	60.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-227	chr4-326
Merged-chr4-44756711-2	chr4	44756505	44756901	+	61.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-229	chr4-291
Merged-chr17-26243960-2	chr17	26243762	26244143	+	45.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-332	chr17-292
Merged-chr17-5848916-2	chr17	5848735	5849113	+	45.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-333	chr17-307
Merged-chr5-21675826-2	chr5	21675621	21676048	+	14.050000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-1616	chr5-1760
Merged-chr12-110591494-2	chr12	110591328	110591676	+	370.200012	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-10	chr12-5
Merged-chr17-25941875-2	chr17	25941680	25942054	+	43.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-336	chr17-325
Merged-chr12-17545020-2	chr12	17544853	17545197	+	335.450012	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-11	chr12-10
Merged-chr12-28635834-2	chr12	28635668	28636012	+	303.049988	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-12	chr12-12
Merged-chr17-29322896-2	chr17	29322720	29323064	+	46.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-338	chr17-290
Merged-chr12-100199547-2	chr12	100199377	100199721	+	324.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-14	chr12-13
Merged-chr4-59783752-2	chr4	59783587	59783931	+	65.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-230	chr4-244
Merged-chr4-83486372-2	chr4	83486205	83486549	+	70.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-231	chr4-187
Merged-chr12-44210030-2	chr12	44209860	44210204	+	283.549988	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-16	chr12-15
Merged-chr4-155943919-2	chr4	155943743	155944087	+	71.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-232	chr4-201
Merged-chr12-21417467-2	chr12	21417283	21417636	+	259.799988	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-17	chr12-14
Merged-chr4-26291745-2	chr4	26291576	26291930	+	64.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-233	chr4-248
Merged-chr12-3426992-2	chr12	3426820	3427164	+	244.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-18	chr12-17
Merged-chr4-48585263-2	chr4	48585089	48585433	+	72.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-234	chr4-176
Merged-chr12-111538263-2	chr12	111538078	111538432	+	237.049988	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-19	chr12-16
Merged-chr17-69277127-2	chr17	69276958	69277312	+	44.450001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-340	chr17-297
Merged-chr17-78936954-2	chr17	78936781	78937125	+	42.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-341	chr17-355
Merged-chr17-56326154-2	chr17	56325985	56326329	+	47.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-343	chr17-250
Merged-chr12-19175967-2	chr12	19175787	19176132	+	198.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-20	chr12-25
Merged-chr17-17005175-2	chr17	17005003	17005364	+	52.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-346	chr17-201
Merged-chr12-72760958-2	chr12	72760789	72761133	+	178.850006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-21	chr12-31
Merged-chr17-30576147-2	chr17	30575966	30576344	+	39.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-347	chr17-399
Merged-chr12-108792520-2	chr12	108792256	108792769	+	189.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-22	chr12-22
Merged-chr17-6430227-2	chr17	6430052	6430396	+	43.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-348	chr17-321
Merged-chr12-4357899-2	chr12	4357668	4358115	+	199.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-23	chr12-19
Merged-chr12-80112975-2	chr12	80112798	80113142	+	208.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-24	chr12-23
Merged-chr4-32800188-2	chr4	32800019	32800373	+	65.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-240	chr4-237
Merged-chr12-24651472-2	chr12	24651306	24651650	+	204.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-25	chr12-20
Merged-chr4-41135890-2	chr4	41135694	41136070	+	60.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-241	chr4-308
Merged-chr12-31949679-2	chr12	31949506	31949850	+	179.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-26	chr12-24
Merged-chr4-43976072-2	chr4	43975905	43976249	+	59.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-242	chr4-297
Merged-chr12-101083586-2	chr12	101083404	101083753	+	157.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-27	chr12-36
Merged-chr4-146909460-2	chr4	146909264	146909673	+	64.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-243	chr4-265
Merged-chr12-85374689-2	chr12	85374514	85374858	+	154.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-28	chr12-37
Merged-chr12-55492549-2	chr12	55492381	55492733	+	176.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-29	chr12-30
Merged-chr4-11559053-2	chr4	11558880	11559224	+	66.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-245	chr4-226
Merged-chr4-40703371-2	chr4	40703194	40703565	+	57.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-246	chr4-338
Merged-chr4-62525022-2	chr4	62524845	62525189	+	61.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-247	chr4-279
Merged-chr4-101265159-2	chr4	101264974	101265329	+	61.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-248	chr4-278
Merged-chr17-71475452-2	chr17	71475279	71475623	+	40.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-352	chr17-376
Merged-chr17-28523080-2	chr17	28522914	28523263	+	40.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-353	chr17-373
Merged-chr17-56290312-2	chr17	56290054	56290586	+	46.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-354	chr17-258
Merged-chr17-13761264-2	chr17	13761052	13761492	+	38.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-355	chr17-397
Merged-chr17-56757728-2	chr17	56757554	56757898	+	37.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-356	chr17-460
Merged-chr12-83632330-2	chr12	83632149	83632495	+	160.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-31	chr12-35
Merged-chr17-74489621-2	chr17	74489455	74489799	+	40.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr17-357	chr17-389
Merged-chr12-111672246-2	chr12	111672076	111672420	+	157.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-32	chr12-38
Merged-chr12-110601528-2	chr12	110601361	110601705	+	169.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-34	chr12-27
Merged-chr12-69159030-2	chr12	69158865	69159212	+	141.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-35	chr12-41
Merged-chr4-47353303-2	chr4	47353139	47353484	+	65.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-251	chr4-221
Merged-chr4-45108024-2	chr4	45107857	45108208	+	60.549999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-252	chr4-266
Merged-chr12-8921801-2	chr12	8921635	8921979	+	163.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-37	chr12-26
Merged-chr4-49632144-2	chr4	49631969	49632335	+	60.649998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-253	chr4-274
Merged-chr12-73908061-2	chr12	73907889	73908233	+	137.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-38	chr12-44
Merged-chr12-44269275-2	chr12	44269085	44269449	+	131.299988	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr12-39	chr12-48
Merged-chr4-32615549-2	chr4	32615369	32615714	+	64.899994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-255	chr4-230
Merged-chr4-109000574-2	chr4	109000250	109000882	+	56.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-256	chr4-427
Merged-chr4-120666594-2	chr4	120666423	120666767	+	69.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr4-258	chr4-188
