#name (cmd = mergePeaks -d given K27m3-1-peaks.txt K27m3-2-peaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	K27m3-1-peaks.txt	K27m3-2-peaks.txt
Merged-chr16-72029060-1	chr16	72028911	72029209	+	14.700000	K27m3-1-peaks.txt	1	chr16-258	
Merged-chr16-87455992-1	chr16	87455843	87456141	+	14.700000	K27m3-1-peaks.txt	1	chr16-259	
Merged-chr3-132084648-1	chr3	132084499	132084797	+	31.299999	K27m3-1-peaks.txt	1	chr3-152	
Merged-chr3-34642251-1	chr3	34642102	34642400	+	33.099998	K27m3-1-peaks.txt	1	chr3-153	
Merged-chr3-82903836-1	chr3	82903687	82903985	+	34.099998	K27m3-1-peaks.txt	1	chr3-154	
Merged-chr3-89091598-1	chr3	89091449	89091747	+	30.400000	K27m3-1-peaks.txt	1	chr3-155	
Merged-chr16-96280333-1	chr16	96280184	96280482	+	14.700000	K27m3-1-peaks.txt	1	chr16-262	
Merged-chr16-18349159-1	chr16	18349010	18349308	+	13.800000	K27m3-1-peaks.txt	1	chr16-267	
Merged-chr3-152667419-1	chr3	152667270	152667568	+	28.500000	K27m3-1-peaks.txt	1	chr3-161	
Merged-chr3-104776850-1	chr3	104776701	104776999	+	28.500000	K27m3-1-peaks.txt	1	chr3-168	
Merged-chr16-30251323-1	chr16	30251174	30251472	+	14.700000	K27m3-1-peaks.txt	1	chr16-273	
Merged-chr3-132086391-1	chr3	132086242	132086540	+	25.799999	K27m3-1-peaks.txt	1	chr3-171	
Merged-chr3-9832282-1	chr3	9832133	9832431	+	27.600000	K27m3-1-peaks.txt	1	chr3-177	
Merged-chr10-39926653-1	chr10	39926504	39926802	+	19.299999	K27m3-1-peaks.txt	1	chr10-309	
Merged-chr16-50429427-1	chr16	50429278	50429576	+	12.900000	K27m3-1-peaks.txt	1	chr16-280	
Merged-chr16-63865129-1	chr16	63864980	63865278	+	13.800000	K27m3-1-peaks.txt	1	chr16-281	
Merged-chr16-72664446-1	chr16	72664297	72664595	+	13.800000	K27m3-1-peaks.txt	1	chr16-282	
Merged-chr3-54755584-1	chr3	54755435	54755733	+	25.799999	K27m3-1-peaks.txt	1	chr3-182	
Merged-chr10-51678536-1	chr10	51678387	51678685	+	19.299999	K27m3-1-peaks.txt	1	chr10-311	
Merged-chr10-61272536-1	chr10	61272387	61272685	+	19.299999	K27m3-1-peaks.txt	1	chr10-315	
Merged-chr16-26580848-1	chr16	26580699	26580997	+	12.900000	K27m3-1-peaks.txt	1	chr16-299	
Merged-chr10-119455299-1	chr10	119455150	119455448	+	18.400000	K27m3-1-peaks.txt	1	chr10-321	
Merged-chr10-5921156-1	chr10	5921007	5921305	+	18.400000	K27m3-1-peaks.txt	1	chr10-324	
Merged-chr10-59615425-1	chr10	59615276	59615574	+	18.400000	K27m3-1-peaks.txt	1	chr10-331	
Merged-chr10-86301506-1	chr10	86301357	86301655	+	16.600000	K27m3-1-peaks.txt	1	chr10-335	
Merged-chr10-7867338-1	chr10	7867189	7867487	+	17.500000	K27m3-1-peaks.txt	1	chr10-340	
Merged-chr10-8517193-1	chr10	8517044	8517342	+	17.500000	K27m3-1-peaks.txt	1	chr10-341	
Merged-chr10-85184506-1	chr10	85184357	85184655	+	16.600000	K27m3-1-peaks.txt	1	chr10-360	
Merged-chr10-24224003-1	chr10	24223854	24224152	+	15.700000	K27m3-1-peaks.txt	1	chr10-367	
Merged-chr10-80299355-1	chr10	80299206	80299504	+	16.600000	K27m3-1-peaks.txt	1	chr10-375	
Merged-chr10-81331936-1	chr10	81331787	81332085	+	15.700000	K27m3-1-peaks.txt	1	chr10-376	
Merged-chr10-100303845-1	chr10	100303696	100303994	+	14.700000	K27m3-1-peaks.txt	1	chr10-385	
Merged-chr10-120552200-1	chr10	120552051	120552349	+	15.700000	K27m3-1-peaks.txt	1	chr10-388	
Merged-chr10-126976674-1	chr10	126976525	126976823	+	16.600000	K27m3-1-peaks.txt	1	chr10-391	
Merged-chr18-51117332-1	chr18	51117183	51117481	+	23.000000	K27m3-1-peaks.txt	1	chr18-207	
Merged-chr18-62923613-1	chr18	62923464	62923762	+	23.000000	K27m3-1-peaks.txt	1	chr18-208	
Merged-chr18-9708365-1	chr18	9708216	9708514	+	20.299999	K27m3-1-peaks.txt	1	chr18-212	
Merged-chr5-81021576-1	chr5	81021427	81021725	+	60.799999	K27m3-1-peaks.txt	1	chr5-116	
Merged-chr5-138755642-1	chr5	138755493	138755791	+	53.400002	K27m3-1-peaks.txt	1	chr5-117	
Merged-chr18-12644858-1	chr18	12644709	12645007	+	21.200001	K27m3-1-peaks.txt	1	chr18-223	
Merged-chr18-37681706-1	chr18	37681557	37681855	+	21.200001	K27m3-1-peaks.txt	1	chr18-232	
Merged-chr18-38600945-1	chr18	38600796	38601094	+	21.200001	K27m3-1-peaks.txt	1	chr18-234	
Merged-chr5-84416504-1	chr5	84416355	84416653	+	51.599998	K27m3-1-peaks.txt	1	chr5-132	
Merged-chr5-130449840-1	chr5	130449691	130449989	+	53.400002	K27m3-1-peaks.txt	1	chr5-134	
Merged-chr5-147221681-1	chr5	147221532	147221830	+	52.500000	K27m3-1-peaks.txt	1	chr5-136	
Merged-chr5-115192506-1	chr5	115192357	115192655	+	52.500000	K27m3-1-peaks.txt	1	chr5-137	
Merged-chr5-73651158-1	chr5	73651009	73651307	+	46.000000	K27m3-1-peaks.txt	1	chr5-149	
Merged-chr18-56924889-1	chr18	56924740	56925038	+	20.299999	K27m3-1-peaks.txt	1	chr18-250	
Merged-chr18-12644147-1	chr18	12643998	12644296	+	18.400000	K27m3-1-peaks.txt	1	chr18-257	
Merged-chr5-130449219-1	chr5	130449070	130449368	+	50.599998	K27m3-1-peaks.txt	1	chr5-153	
Merged-chr5-140606497-1	chr5	140606348	140606646	+	48.799999	K27m3-1-peaks.txt	1	chr5-159	
Merged-chr18-45560434-1	chr18	45560285	45560583	+	18.400000	K27m3-1-peaks.txt	1	chr18-265	
Merged-chr18-62324381-1	chr18	62324232	62324530	+	18.400000	K27m3-1-peaks.txt	1	chr18-268	
Merged-chr5-75977759-1	chr5	75977610	75977908	+	48.799999	K27m3-1-peaks.txt	1	chr5-163	
Merged-chr5-141242831-1	chr5	141242682	141242980	+	46.000000	K27m3-1-peaks.txt	1	chr5-167	
Merged-chr12-16800514-1	chr12	16800365	16800663	+	18.400000	K27m3-1-peaks.txt	1	chr12-314	
Merged-chr5-24348880-1	chr5	24348731	24349029	+	40.500000	K27m3-1-peaks.txt	1	chr5-197	
Merged-chr12-112619253-1	chr12	112619104	112619402	+	19.299999	K27m3-1-peaks.txt	1	chr12-330	
Merged-chr12-31075064-1	chr12	31074915	31075213	+	18.400000	K27m3-1-peaks.txt	1	chr12-337	
Merged-chr12-85176604-1	chr12	85176455	85176753	+	17.500000	K27m3-1-peaks.txt	1	chr12-344	
Merged-chr12-102703896-1	chr12	102703747	102704045	+	16.600000	K27m3-1-peaks.txt	1	chr12-348	
Merged-chr12-112589230-1	chr12	112589081	112589379	+	16.600000	K27m3-1-peaks.txt	1	chr12-356	
Merged-chr12-112951260-1	chr12	112951111	112951409	+	17.500000	K27m3-1-peaks.txt	1	chr12-357	
Merged-chr12-18135145-1	chr12	18134996	18135294	+	18.400000	K27m3-1-peaks.txt	1	chr12-363	
Merged-chr12-44222069-1	chr12	44221920	44222218	+	16.600000	K27m3-1-peaks.txt	1	chr12-367	
Merged-chr12-91402185-1	chr12	91402036	91402334	+	16.600000	K27m3-1-peaks.txt	1	chr12-376	
Merged-chr12-108555660-1	chr12	108555511	108555809	+	17.500000	K27m3-1-peaks.txt	1	chr12-382	
Merged-chr12-113188877-1	chr12	113188728	113189026	+	17.500000	K27m3-1-peaks.txt	1	chr12-383	
Merged-chr12-118530926-1	chr12	118530777	118531075	+	16.600000	K27m3-1-peaks.txt	1	chr12-385	
Merged-chr12-72236498-1	chr12	72236349	72236647	+	16.600000	K27m3-1-peaks.txt	1	chr12-392	
Merged-chr12-72237455-1	chr12	72237306	72237604	+	14.700000	K27m3-1-peaks.txt	1	chr12-393	
Merged-chr12-72407842-1	chr12	72407693	72407991	+	14.700000	K27m3-1-peaks.txt	1	chr12-394	
Merged-chr7-81707518-1	chr7	81707369	81707667	+	49.700001	K27m3-1-peaks.txt	1	chr7-109	
Merged-chr7-100006130-1	chr7	100005981	100006279	+	45.099998	K27m3-1-peaks.txt	1	chr7-115	
Merged-chr7-45164518-1	chr7	45164369	45164667	+	45.099998	K27m3-1-peaks.txt	1	chr7-120	
Merged-chr7-108951063-1	chr7	108950914	108951212	+	47.000000	K27m3-1-peaks.txt	1	chr7-126	
Merged-chr7-113766237-1	chr7	113766088	113766386	+	45.099998	K27m3-1-peaks.txt	1	chr7-127	
Merged-chr7-142094475-1	chr7	142094326	142094624	+	45.099998	K27m3-1-peaks.txt	1	chr7-129	
Merged-chr7-45405752-1	chr7	45405603	45405901	+	42.400002	K27m3-1-peaks.txt	1	chr7-140	
Merged-chr3-5860724-1	chr3	5860575	5860873	+	311.200012	K27m3-1-peaks.txt	1	chr3-1	
Merged-chr7-99382707-1	chr7	99382558	99382856	+	38.700001	K27m3-1-peaks.txt	1	chr7-161	
Merged-chr18-75695853-1	chr18	75695704	75696002	+	51.599998	K27m3-1-peaks.txt	1	chr18-31	
Merged-chr7-99468118-1	chr7	99467969	99468267	+	41.400002	K27m3-1-peaks.txt	1	chr7-175	
Merged-chr7-118491426-1	chr7	118491277	118491575	+	38.700001	K27m3-1-peaks.txt	1	chr7-177	
Merged-chr14-33351463-1	chr14	33351314	33351612	+	16.600000	K27m3-1-peaks.txt	1	chr14-302	
Merged-chr14-34219907-1	chr14	34219758	34220056	+	17.500000	K27m3-1-peaks.txt	1	chr14-303	
Merged-chr1-89992045-1	chr1	89991896	89992194	+	30.400000	K27m3-1-peaks.txt	1	chr1-204	
Merged-chr18-67133097-1	chr18	67132948	67133246	+	47.900002	K27m3-1-peaks.txt	1	chr18-44	
Merged-chr7-13044463-1	chr7	13044314	13044612	+	35.900002	K27m3-1-peaks.txt	1	chr7-180	
Merged-chr14-75828933-1	chr14	75828784	75829082	+	15.700000	K27m3-1-peaks.txt	1	chr14-313	
Merged-chr1-189344059-1	chr1	189343910	189344208	+	33.099998	K27m3-1-peaks.txt	1	chr1-216	
Merged-chr1-5917074-1	chr1	5916925	5917223	+	28.500000	K27m3-1-peaks.txt	1	chr1-217	
Merged-chr18-34862363-1	chr18	34862214	34862512	+	44.200001	K27m3-1-peaks.txt	1	chr18-53	
Merged-chr18-47368223-1	chr18	47368074	47368372	+	44.200001	K27m3-1-peaks.txt	1	chr18-56	
Merged-chr18-52529048-1	chr18	52528899	52529197	+	44.200001	K27m3-1-peaks.txt	1	chr18-57	
Merged-chr18-59176495-1	chr18	59176346	59176644	+	43.299999	K27m3-1-peaks.txt	1	chr18-58	
Merged-chr7-101819271-1	chr7	101819122	101819420	+	38.700001	K27m3-1-peaks.txt	1	chr7-190	
Merged-chr1-75486538-1	chr1	75486389	75486687	+	30.400000	K27m3-1-peaks.txt	1	chr1-221	
Merged-chr14-46398882-1	chr14	46398733	46399031	+	14.700000	K27m3-1-peaks.txt	1	chr14-330	
Merged-chr18-80323019-1	chr18	80322870	80323168	+	42.400002	K27m3-1-peaks.txt	1	chr18-70	
Merged-chr18-80362838-1	chr18	80362689	80362987	+	40.500000	K27m3-1-peaks.txt	1	chr18-74	
Merged-chr14-86395098-1	chr14	86394949	86395247	+	14.700000	K27m3-1-peaks.txt	1	chr14-343	
Merged-chr1-186704525-1	chr1	186704376	186704674	+	27.600000	K27m3-1-peaks.txt	1	chr1-241	
Merged-chr11-81281975-1	chr11	81281826	81282124	+	10.100000	K27m3-1-peaks.txt	1	chr11-1621	
Merged-chr1-152623962-1	chr1	152623813	152624111	+	29.500000	K27m3-1-peaks.txt	1	chr1-253	
Merged-chr11-84777649-1	chr11	84777500	84777798	+	10.100000	K27m3-1-peaks.txt	1	chr11-1632	
Merged-chr18-36284269-1	chr18	36284120	36284418	+	34.099998	K27m3-1-peaks.txt	1	chr18-91	
Merged-chr11-88752772-1	chr11	88752623	88752921	+	10.100000	K27m3-1-peaks.txt	1	chr11-1639	
Merged-chr14-101730599-1	chr14	101730450	101730748	+	13.800000	K27m3-1-peaks.txt	1	chr14-362	
Merged-chr14-8331509-1	chr14	8331360	8331658	+	12.900000	K27m3-1-peaks.txt	1	chr14-365	
Merged-chr14-20837208-1	chr14	20837059	20837357	+	13.800000	K27m3-1-peaks.txt	1	chr14-367	
Merged-chr1-18058404-1	chr1	18058255	18058553	+	29.500000	K27m3-1-peaks.txt	1	chr1-260	
Merged-chr1-34579129-1	chr1	34578980	34579278	+	24.900000	K27m3-1-peaks.txt	1	chr1-262	
Merged-chr14-43122392-1	chr14	43122243	43122541	+	12.900000	K27m3-1-peaks.txt	1	chr14-375	
Merged-chr1-192091937-1	chr1	192091788	192092086	+	24.900000	K27m3-1-peaks.txt	1	chr1-277	
Merged-chr14-61649710-1	chr14	61649561	61649859	+	12.900000	K27m3-1-peaks.txt	1	chr14-385	
Merged-chr14-63744037-1	chr14	63743888	63744186	+	14.700000	K27m3-1-peaks.txt	1	chr14-388	
Merged-chr1-25829451-1	chr1	25829302	25829600	+	26.700001	K27m3-1-peaks.txt	1	chr1-281	
Merged-chr1-60043974-1	chr1	60043825	60044123	+	26.700001	K27m3-1-peaks.txt	1	chr1-285	
Merged-chr1-86019501-1	chr1	86019352	86019650	+	26.700001	K27m3-1-peaks.txt	1	chr1-287	
Merged-chr1-105781694-1	chr1	105781545	105781843	+	25.799999	K27m3-1-peaks.txt	1	chr1-289	
Merged-chr1-132190544-1	chr1	132190395	132190693	+	26.700001	K27m3-1-peaks.txt	1	chr1-291	
Merged-chr11-102244655-1	chr11	102244506	102244804	+	12.000000	K27m3-1-peaks.txt	1	chr11-1696	
Merged-chr9-79718063-1	chr9	79717914	79718212	+	50.599998	K27m3-1-peaks.txt	1	chr9-100	
Merged-chr9-23222380-1	chr9	23222231	23222529	+	46.000000	K27m3-1-peaks.txt	1	chr9-127	
Merged-chr9-110281320-1	chr9	110281171	110281469	+	78.300003	K27m3-1-peaks.txt	1	chr9-131	
Merged-chr9-40687200-1	chr9	40687051	40687349	+	39.599998	K27m3-1-peaks.txt	1	chr9-139	
Merged-chr9-43879326-1	chr9	43879177	43879475	+	39.599998	K27m3-1-peaks.txt	1	chr9-140	
Merged-chr9-123678147-1	chr9	123677998	123678296	+	41.400002	K27m3-1-peaks.txt	1	chr9-152	
Merged-chr9-21961559-1	chr9	21961410	21961708	+	37.799999	K27m3-1-peaks.txt	1	chr9-153	
Merged-chr9-43205904-1	chr9	43205755	43206053	+	35.000000	K27m3-1-peaks.txt	1	chr9-154	
Merged-chr9-43238925-1	chr9	43238776	43239074	+	37.799999	K27m3-1-peaks.txt	1	chr9-155	
Merged-chr9-107666678-1	chr9	107666529	107666827	+	38.700001	K27m3-1-peaks.txt	1	chr9-160	
Merged-chr9-44319537-1	chr9	44319388	44319686	+	35.900002	K27m3-1-peaks.txt	1	chr9-166	
Merged-chr9-51765896-1	chr9	51765747	51766045	+	37.799999	K27m3-1-peaks.txt	1	chr9-167	
Merged-chr9-52678465-1	chr9	52678316	52678614	+	38.700001	K27m3-1-peaks.txt	1	chr9-168	
Merged-chr9-107676465-1	chr9	107676316	107676614	+	36.799999	K27m3-1-peaks.txt	1	chr9-173	
Merged-chr9-46443844-1	chr9	46443695	46443993	+	35.000000	K27m3-1-peaks.txt	1	chr9-178	
Merged-chr16-29815398-1	chr16	29815249	29815547	+	12.900000	K27m3-1-peaks.txt	1	chr16-301	
Merged-chr16-29861179-1	chr16	29861030	29861328	+	12.900000	K27m3-1-peaks.txt	1	chr16-304	
Merged-chr3-8767769-1	chr3	8767620	8767918	+	24.900000	K27m3-1-peaks.txt	1	chr3-201	
Merged-chr3-34663241-1	chr3	34663092	34663390	+	24.900000	K27m3-1-peaks.txt	1	chr3-204	
Merged-chr3-109340538-1	chr3	109340389	109340687	+	24.900000	K27m3-1-peaks.txt	1	chr3-209	
Merged-chr9-118486951-1	chr9	118486802	118487100	+	35.000000	K27m3-1-peaks.txt	1	chr9-181	
Merged-chr16-75594770-1	chr16	75594621	75594919	+	12.900000	K27m3-1-peaks.txt	1	chr16-318	
Merged-chr3-5219197-1	chr3	5219048	5219346	+	22.100000	K27m3-1-peaks.txt	1	chr3-211	
Merged-chr3-130181821-1	chr3	130181672	130181970	+	22.100000	K27m3-1-peaks.txt	1	chr3-219	
Merged-chr9-44318785-1	chr9	44318636	44318934	+	32.200001	K27m3-1-peaks.txt	1	chr9-196	
Merged-chr16-17130959-1	chr16	17130810	17131108	+	12.000000	K27m3-1-peaks.txt	1	chr16-327	
Merged-chr3-152981207-1	chr3	152981058	152981356	+	24.900000	K27m3-1-peaks.txt	1	chr3-222	
Merged-chr3-156563168-1	chr3	156563019	156563317	+	23.900000	K27m3-1-peaks.txt	1	chr3-223	
Merged-chr3-28782428-1	chr3	28782279	28782577	+	21.200001	K27m3-1-peaks.txt	1	chr3-226	
Merged-chr3-80913092-1	chr3	80912943	80913241	+	23.000000	K27m3-1-peaks.txt	1	chr3-229	
Merged-chr16-25586135-1	chr16	25585986	25586284	+	10.100000	K27m3-1-peaks.txt	1	chr16-336	
Merged-chr14-70555526-1	chr14	70555377	70555675	+	58.000000	K27m3-1-peaks.txt	1	chr14-32	
Merged-chr14-119138707-1	chr14	119138558	119138856	+	58.000000	K27m3-1-peaks.txt	1	chr14-33	
Merged-chr16-33762449-1	chr16	33762300	33762598	+	11.000000	K27m3-1-peaks.txt	1	chr16-348	
Merged-chr16-36826992-1	chr16	36826843	36827141	+	11.000000	K27m3-1-peaks.txt	1	chr16-353	
Merged-chr16-44685616-1	chr16	44685467	44685765	+	11.000000	K27m3-1-peaks.txt	1	chr16-357	
Merged-chr16-50731670-1	chr16	50731521	50731819	+	11.000000	K27m3-1-peaks.txt	1	chr16-358	
Merged-chr3-156562278-1	chr3	156562129	156562427	+	23.000000	K27m3-1-peaks.txt	1	chr3-259	
Merged-chr16-10268667-1	chr16	10268518	10268816	+	11.000000	K27m3-1-peaks.txt	1	chr16-367	
Merged-chr3-40531650-1	chr3	40531501	40531799	+	22.100000	K27m3-1-peaks.txt	1	chr3-264	
Merged-chr16-17760614-1	chr16	17760465	17760763	+	10.100000	K27m3-1-peaks.txt	1	chr16-372	
Merged-chr3-95973055-1	chr3	95972906	95973204	+	21.200001	K27m3-1-peaks.txt	1	chr3-271	
Merged-chr14-57745349-1	chr14	57745200	57745498	+	46.000000	K27m3-1-peaks.txt	1	chr14-73	
Merged-chr3-122147739-1	chr3	122147590	122147888	+	21.200001	K27m3-1-peaks.txt	1	chr3-279	
Merged-chr10-60477527-1	chr10	60477378	60477676	+	14.700000	K27m3-1-peaks.txt	1	chr10-402	
Merged-chr16-25869711-1	chr16	25869562	25869860	+	11.000000	K27m3-1-peaks.txt	1	chr16-380	
Merged-chr16-30218026-1	chr16	30217877	30218175	+	11.000000	K27m3-1-peaks.txt	1	chr16-384	
Merged-chr16-33696979-1	chr16	33696830	33697128	+	11.000000	K27m3-1-peaks.txt	1	chr16-389	
Merged-chr16-38733577-1	chr16	38733428	38733726	+	12.000000	K27m3-1-peaks.txt	1	chr16-395	
Merged-chr16-49856825-1	chr16	49856676	49856974	+	10.100000	K27m3-1-peaks.txt	1	chr16-397	
Merged-chr14-30352810-1	chr14	30352661	30352959	+	42.400002	K27m3-1-peaks.txt	1	chr14-92	
Merged-chr14-102981525-1	chr14	102981376	102981674	+	43.299999	K27m3-1-peaks.txt	1	chr14-98	
Merged-chr10-21881801-1	chr10	21881652	21881950	+	12.900000	K27m3-1-peaks.txt	1	chr10-423	
Merged-chr10-39368437-1	chr10	39368288	39368586	+	14.700000	K27m3-1-peaks.txt	1	chr10-429	
Merged-chr10-61934668-1	chr10	61934519	61934817	+	13.800000	K27m3-1-peaks.txt	1	chr10-433	
Merged-chr10-81601740-1	chr10	81601591	81601889	+	14.700000	K27m3-1-peaks.txt	1	chr10-447	
Merged-chr10-85598602-1	chr10	85598453	85598751	+	14.700000	K27m3-1-peaks.txt	1	chr10-452	
Merged-chr10-100306052-1	chr10	100305903	100306201	+	13.800000	K27m3-1-peaks.txt	1	chr10-455	
Merged-chr10-22842895-1	chr10	22842746	22843044	+	13.800000	K27m3-1-peaks.txt	1	chr10-461	
Merged-chr10-57633022-1	chr10	57632873	57633171	+	12.900000	K27m3-1-peaks.txt	1	chr10-465	
Merged-chr10-94516387-1	chr10	94516238	94516536	+	12.900000	K27m3-1-peaks.txt	1	chr10-475	
Merged-chr5-117843069-1	chr5	117842920	117843218	+	39.599998	K27m3-1-peaks.txt	1	chr5-202	
Merged-chr18-67465270-1	chr18	67465121	67465419	+	16.600000	K27m3-1-peaks.txt	1	chr18-310	
Merged-chr18-75757099-1	chr18	75756950	75757248	+	16.600000	K27m3-1-peaks.txt	1	chr18-311	
Merged-chr5-38319092-1	chr5	38318943	38319241	+	45.099998	K27m3-1-peaks.txt	1	chr5-215	
Merged-chr5-38319590-1	chr5	38319441	38319739	+	40.500000	K27m3-1-peaks.txt	1	chr5-216	
Merged-chr5-88887808-1	chr5	88887659	88887957	+	41.400002	K27m3-1-peaks.txt	1	chr5-219	
Merged-chr5-120694892-1	chr5	120694743	120695041	+	39.599998	K27m3-1-peaks.txt	1	chr5-223	
Merged-chr18-5163162-1	chr18	5163013	5163311	+	15.700000	K27m3-1-peaks.txt	1	chr18-331	
Merged-chr18-32560279-1	chr18	32560130	32560428	+	15.700000	K27m3-1-peaks.txt	1	chr18-337	
Merged-chr5-93044365-1	chr5	93044216	93044514	+	38.700001	K27m3-1-peaks.txt	1	chr5-235	
Merged-chr5-128433196-1	chr5	128433047	128433345	+	37.799999	K27m3-1-peaks.txt	1	chr5-237	
Merged-chr18-38240024-1	chr18	38239875	38240173	+	13.800000	K27m3-1-peaks.txt	1	chr18-349	
Merged-chr5-53212805-1	chr5	53212656	53212954	+	36.799999	K27m3-1-peaks.txt	1	chr5-241	
Merged-chr5-93043139-1	chr5	93042990	93043288	+	38.700001	K27m3-1-peaks.txt	1	chr5-245	
Merged-chr5-135090401-1	chr5	135090252	135090550	+	35.900002	K27m3-1-peaks.txt	1	chr5-248	
Merged-chr18-38483296-1	chr18	38483147	38483445	+	14.700000	K27m3-1-peaks.txt	1	chr18-350	
Merged-chr18-42386505-1	chr18	42386356	42386654	+	15.700000	K27m3-1-peaks.txt	1	chr18-352	
Merged-chr18-46727403-1	chr18	46727254	46727552	+	15.700000	K27m3-1-peaks.txt	1	chr18-353	
Merged-chr18-61535472-1	chr18	61535323	61535621	+	14.700000	K27m3-1-peaks.txt	1	chr18-354	
Merged-chr18-61785770-1	chr18	61785621	61785919	+	13.800000	K27m3-1-peaks.txt	1	chr18-355	
Merged-chr5-22745638-1	chr5	22745489	22745787	+	33.099998	K27m3-1-peaks.txt	1	chr5-250	
Merged-chr5-33984588-1	chr5	33984439	33984737	+	34.099998	K27m3-1-peaks.txt	1	chr5-251	
Merged-chr5-53212182-1	chr5	53212033	53212331	+	34.099998	K27m3-1-peaks.txt	1	chr5-252	
Merged-chr5-69340660-1	chr5	69340511	69340809	+	37.799999	K27m3-1-peaks.txt	1	chr5-256	
Merged-chr5-76658457-1	chr5	76658308	76658606	+	35.900002	K27m3-1-peaks.txt	1	chr5-257	
Merged-chr10-60686740-1	chr10	60686591	60686889	+	68.099998	K27m3-1-peaks.txt	1	chr10-22	
Merged-chr18-21148100-1	chr18	21147951	21148249	+	13.800000	K27m3-1-peaks.txt	1	chr18-365	
Merged-chr5-37029017-1	chr5	37028868	37029166	+	35.000000	K27m3-1-peaks.txt	1	chr5-266	
Merged-chr5-37162845-1	chr5	37162696	37162994	+	35.000000	K27m3-1-peaks.txt	1	chr5-267	
Merged-chr5-99037059-1	chr5	99036910	99037208	+	33.099998	K27m3-1-peaks.txt	1	chr5-269	
Merged-chr18-35957445-1	chr18	35957296	35957594	+	13.800000	K27m3-1-peaks.txt	1	chr18-372	
Merged-chr10-73099366-1	chr10	73099217	73099515	+	57.099998	K27m3-1-peaks.txt	1	chr10-36	
Merged-chr18-37322613-1	chr18	37322464	37322762	+	15.700000	K27m3-1-peaks.txt	1	chr18-377	
Merged-chr5-110545877-1	chr5	110545728	110546026	+	33.099998	K27m3-1-peaks.txt	1	chr5-271	
Merged-chr18-38484723-1	chr18	38484574	38484872	+	14.700000	K27m3-1-peaks.txt	1	chr18-382	
Merged-chr18-67609573-1	chr18	67609424	67609722	+	15.700000	K27m3-1-peaks.txt	1	chr18-387	
Merged-chr10-123264601-1	chr10	123264452	123264750	+	53.400002	K27m3-1-peaks.txt	1	chr10-47	
Merged-chr5-135249559-1	chr5	135249410	135249708	+	34.099998	K27m3-1-peaks.txt	1	chr5-283	
Merged-chr12-54202182-1	chr12	54202033	54202331	+	14.700000	K27m3-1-peaks.txt	1	chr12-417	
Merged-chr12-69241449-1	chr12	69241300	69241598	+	13.800000	K27m3-1-peaks.txt	1	chr12-419	
Merged-chr10-121310593-1	chr10	121310444	121310742	+	50.599998	K27m3-1-peaks.txt	1	chr10-52	
Merged-chr10-82986392-1	chr10	82986243	82986541	+	51.599998	K27m3-1-peaks.txt	1	chr10-58	
Merged-chr5-72580536-1	chr5	72580387	72580685	+	32.200001	K27m3-1-peaks.txt	1	chr5-291	
Merged-chr5-114274576-1	chr5	114274427	114274725	+	32.200001	K27m3-1-peaks.txt	1	chr5-292	
Merged-chr12-72409181-1	chr12	72409032	72409330	+	12.900000	K27m3-1-peaks.txt	1	chr12-420	
Merged-chr12-84590306-1	chr12	84590157	84590455	+	14.700000	K27m3-1-peaks.txt	1	chr12-426	
Merged-chr10-121350891-1	chr10	121350742	121351040	+	43.299999	K27m3-1-peaks.txt	1	chr10-64	
Merged-chr10-9675707-1	chr10	9675558	9675856	+	44.200001	K27m3-1-peaks.txt	1	chr10-69	
Merged-chr12-89813214-1	chr12	89813065	89813363	+	14.700000	K27m3-1-peaks.txt	1	chr12-430	
Merged-chr10-44004780-1	chr10	44004631	44004929	+	43.299999	K27m3-1-peaks.txt	1	chr10-70	
Merged-chr12-3365836-1	chr12	3365687	3365985	+	12.000000	K27m3-1-peaks.txt	1	chr12-447	
Merged-chr12-4840079-1	chr12	4839930	4840228	+	12.900000	K27m3-1-peaks.txt	1	chr12-448	
Merged-chr10-127340742-1	chr10	127340593	127340891	+	41.400002	K27m3-1-peaks.txt	1	chr10-80	
Merged-chr10-80834608-1	chr10	80834459	80834757	+	39.599998	K27m3-1-peaks.txt	1	chr10-83	
Merged-chr10-110455094-1	chr10	110454945	110455243	+	38.700001	K27m3-1-peaks.txt	1	chr10-85	
Merged-chr10-80843192-1	chr10	80843043	80843341	+	37.799999	K27m3-1-peaks.txt	1	chr10-87	
Merged-chr10-83337860-1	chr10	83337711	83338009	+	38.700001	K27m3-1-peaks.txt	1	chr10-88	
Merged-chr12-70826745-1	chr12	70826596	70826894	+	13.800000	K27m3-1-peaks.txt	1	chr12-459	
Merged-chr10-80190616-1	chr10	80190467	80190765	+	39.599998	K27m3-1-peaks.txt	1	chr10-94	
Merged-chr10-41071087-1	chr10	41070938	41071236	+	36.799999	K27m3-1-peaks.txt	1	chr10-98	
Merged-chr10-81452506-1	chr10	81452357	81452655	+	35.900002	K27m3-1-peaks.txt	1	chr10-99	
Merged-chr12-78228209-1	chr12	78228060	78228358	+	14.700000	K27m3-1-peaks.txt	1	chr12-464	
Merged-chr12-84037602-1	chr12	84037453	84037751	+	12.900000	K27m3-1-peaks.txt	1	chr12-468	
Merged-chr12-110729667-1	chr12	110729518	110729816	+	13.800000	K27m3-1-peaks.txt	1	chr12-477	
